# c0 + a0 * (surf_bond_length_sum + lattice_param_c)
# Property Label: $E_{ads}$; Unit of the Property: eV
# RMSE: 0.72414435950112; Max AE: 1.60428055883955
# Coefficients
# Task   a0                      c0
# all ,  4.235938033132910e-01, -1.379604850131421e-15, 
# Feature Rung, Units, and Expressions
# 0;  1; Unitless;                                         37|7|add; (surf_bond_length_sum + lattice_param_c); $\left(surf_{bond, length, sum} + lattice_{param, c}\right)$; (surf_bond_length_sum + lattice_param_c); surf_bond_length_sum,lattice_param_c
# Number of Samples Per Task
# Task, n_samples               
# all , 191                   

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
sample_126  , -4.456364241904676e-01, -3.194190616664883e-02, -7.540692502298751e-02
sample_127  , -1.312870168885039e+00, -9.249047940520174e-01, -2.183471020627642e+00
sample_128  , -6.146697731841976e-01,  1.869516611061278e-01,  4.413465438913876e-01
sample_129  , -4.185252396625063e-01, -3.194190616664883e-02, -7.540692502298751e-02
sample_130  ,  1.751196454240639e+00,  1.292206158298523e+00,  3.050578521666441e+00
sample_131  ,  7.693046916954252e-04, -2.850127686572877e-01, -6.728445185646169e-01
sample_132  , -2.067338228971204e-01,  8.431557267836164e-02,  1.990481730819915e-01
sample_133  ,  9.471170990792244e-01,  8.736471612957264e-01,  2.062464451703927e+00
sample_134  , -1.313071851118696e+00, -9.249047940520174e-01, -2.183471020627642e+00
sample_135  , -2.394582211541166e-01, -7.582481596483277e-02, -1.790036005525585e-01
sample_136  ,  2.108697536371759e-01,  9.984512529235240e-01,  2.357095984676311e+00
sample_137  , -1.257663719127268e+00, -6.642008801516884e-02, -1.568013684233313e-01
sample_138  , -1.016507740101917e-01, -2.009482942031393e-01, -4.743891261660313e-01
sample_139  , -4.959507111345874e-01, -1.153530316513620e-01, -2.723199224093588e-01
sample_140  , -2.622678216349354e-01,  9.188589075485477e-01,  2.169198180807567e+00
sample_141  , -3.959091098863545e-01, -1.332086847818555e-01, -3.144726946898529e-01
sample_142  , -1.178426148841893e+00, -9.326987443621779e-01, -2.201870605912406e+00
sample_143  , -6.927192343730731e-01, -9.869437947891193e-01, -2.329929727652725e+00
sample_144  , -1.262478821483432e-01,  1.173497741475635e+00,  2.770337366355935e+00
sample_145  , -1.813117814051993e-01, -1.681490190007193e-01, -3.969581653118625e-01
sample_146  ,  9.433555646240127e-01,  4.208784492220158e-02,  9.935897218750078e-02
sample_147  ,  1.449954621122858e+00,  8.736471612957264e-01,  2.062464451703927e+00
sample_148  , -1.188804051089209e+00,  1.869897310324163e-01,  4.414364175533503e-01
sample_149  ,  7.146747160802146e-01,  9.630511235757129e-01,  2.273525051695431e+00
sample_150  , -1.271944244135193e-01, -1.214704056603106e-01, -2.867615265147526e-01
sample_151  ,  1.312609452951772e+00,  1.526043685154703e-01,  3.602610975935480e-01
sample_152  ,  1.102249623792028e+00, -2.193302240088376e-02, -5.177843072614702e-02
sample_153  , -1.465419622943953e+00, -9.028125295104804e-01, -2.131316658668769e+00
sample_154  , -1.497054233279405e+00, -9.014197284718579e-01, -2.128028600562800e+00
sample_155  ,  6.655838023990143e-02, -5.532846578987837e-01, -1.306167969340127e+00
sample_156  , -7.739334382991797e-01, -9.326987443621779e-01, -2.201870605912406e+00
sample_157  , -1.364434796418395e-01,  1.173497741475635e+00,  2.770337366355935e+00
sample_158  ,  1.282149100751815e-02, -2.850127686572877e-01, -6.728445185646169e-01
sample_159  , -1.204046266440330e+00, -1.106634656635606e+00, -2.612490192206931e+00
sample_160  , -1.411474534384296e+00, -8.084525899503882e-01, -1.908556224446119e+00
sample_161  , -3.995287455459355e-01, -1.925404938339803e-02, -4.545403930084480e-02
sample_162  ,  1.274457345797966e-01, -6.874286940635012e-02, -1.622848796858021e-01
sample_163  , -1.250133698655917e+00, -6.642008801516884e-02, -1.568013684233313e-01
sample_164  , -5.256877184292346e-01, -1.153530316513620e-01, -2.723199224093588e-01
sample_165  , -1.179839054125706e+00, -9.326987443621779e-01, -2.201870605912406e+00
sample_166  ,  1.244938154693349e+00,  1.132776707889165e+00,  2.674205097026319e+00
